ID;Categoria;Texto da Demanda;Canal de Entrada;Data;Status da Resposta;Nível de Instrução;Localização
[NOVO ID];Sugestão;Sugiro a implementação de um programa de compostagem comunitária em Caruaru, com pontos de coleta em feiras e mercados. Isso reduziria o volume de lixo e produziria adubo para hortas urbanas;Formulário Online;15/08/25;Em Análise;Pós-graduação;Caruaru
[NOVO ID];Sugestão;Proponho que Caruaru adote um programa de compostagem comunitária. Com pontos de coleta em locais estratégicos, como feiras e mercados, poderíamos diminuir a quantidade de lixo e gerar adubo para hortas urbanas;Formulário Online;15/08/25;Em Análise;Pós-graduação;Caruaru
[NOVO ID];Sugestão;Minha sugestão é que a prefeitura de Caruaru crie um programa de compostagem. A implementação de pontos de coleta ajudaria a reduzir o lixo orgânico e a criar adubo para as hortas da cidade;Formulário Online;15/08/25;Em Análise;Pós-graduação;Caruaru
[NOVO ID];Sugestão;Acredito que a implementação de um programa de compostagem comunitária em Caruaru traria muitos benefícios. Com pontos de coleta em feiras e mercados, diminuiríamos a quantidade de lixo e produziríamos adubo natural para hortas urbanas;Formulário Online;15/08/25;Em Análise;Pós-graduação;Caruaru
[NOVO ID];Sugestão;Sugiro que Caruaru implemente um sistema de compostagem comunitária. A criação de pontos de coleta em feiras e mercados seria uma ótima maneira de reduzir o volume de lixo e usar o material orgânico para enriquecer o solo de hortas urbanas;Formulário Online;15/08/25;Em Análise;Pós-graduação;Caruaru
[NOVO ID];Sugestão;Para diminuir o lixo orgânico e gerar adubo, sugiro que Caruaru crie um programa de compostagem comunitária. A prefeitura poderia instalar pontos de coleta em feiras e mercados para que a população participe ativamente do projeto;Formulário Online;15/08/25;Em Análise;Pós-graduação;Caruaru
[NOVO ID];Sugestão;A prefeitura de Petrolina deveria criar um aplicativo que mostre o tempo real de chegada dos ônibus. Isso melhoraria a experiência dos usuários e a eficiência do transporte público;E-mail;16/08/25;Em Análise;Técnico;Petrolina
[NOVO ID];Sugestão;Proponho a criação de um aplicativo em Petrolina que informe o tempo real de chegada dos ônibus. Isso tornaria o transporte público mais eficiente e melhoraria a experiência dos usuários;E-mail;16/08/25;Em Análise;Técnico;Petrolina
[NOVO ID];Sugestão;Para melhorar o transporte público em Petrolina, sugiro que a prefeitura desenvolva um aplicativo para que os passageiros possam acompanhar a chegada dos ônibus em tempo real;E-mail;16/08/25;Em Análise;Técnico;Petrolina
[NOVO ID];Sugestão;A prefeitura de Petrolina deveria investir em tecnologia e criar um aplicativo para que os passageiros possam saber o horário exato da chegada dos ônibus. Isso traria mais previsibilidade e eficiência ao transporte público;E-mail;16/08/25;Em Análise;Técnico;Petrolina
[NOVO ID];Sugestão;Acredito que um aplicativo com a localização em tempo real dos ônibus de Petrolina seria muito útil. Essa ferramenta facilitaria a vida de quem usa o transporte público e o tornaria mais confiável;E-mail;16/08/25;Em Análise;Técnico;Petrolina
[NOVO ID];Sugestão;Sugiro que a prefeitura de Petrolina crie um aplicativo para informar a chegada dos ônibus. Essa solução tecnológica melhoraria o transporte público e a vida dos usuários;E-mail;16/08/25;Em Análise;Técnico;Petrolina
[NOVO ID];Sugestão;Proponho a instalação de mais lixeiras nas principais praças de Olinda, especialmente nas áreas turísticas. A falta de lixeiras contribui para o acúmulo de lixo e a poluição visual;Telefone;17/08/25;Em Análise;Fundamental;Olinda
[NOVO ID];Sugestão;Sugiro que a prefeitura de Olinda instale mais lixeiras nas áreas turísticas e praças centrais. A quantidade atual não é suficiente, o que causa acúmulo de lixo e poluição visual;Telefone;17/08/25;Em Análise;Fundamental;Olinda
[NOVO ID];Sugestão;É necessário colocar mais lixeiras nas principais praças de Olinda, principalmente nas áreas turísticas. A falta desses equipamentos contribui para o acúmulo de resíduos e para a má impressão da cidade;Telefone;17/08/25;Em Análise;Fundamental;Olinda
[NOVO ID];Sugestão;Acredito que a instalação de mais lixeiras nas praças e pontos turísticos de Olinda melhoraria a limpeza urbana. A quantidade atual não atende à demanda e o lixo acaba sendo descartado no chão;Telefone;17/08/25;Em Análise;Fundamental;Olinda
[NOVO ID];Sugestão;Para combater o acúmulo de lixo, sugiro a instalação de mais lixeiras nas praças e áreas turísticas de Olinda. A falta de locais para descarte adequado é um problema que precisa ser resolvido;Telefone;17/08/25;Em Análise;Fundamental;Olinda
[NOVO ID];Sugestão;Proponho a instalação de mais lixeiras em Olinda, especialmente nos locais com maior fluxo de pessoas e turistas. A falta de lixeiras contribui para a sujeira e a poluição visual;Telefone;17/08/25;Em Análise;Fundamental;Olinda
[NOVO ID];Pedido de Acesso à Informação (LAI);Com base na LAI, solicito a lista completa, em formato de planilha, de todos os servidores comissionados da Prefeitura de Caruaru, incluindo nome, cargo, secretaria de lotação e remuneração bruta mensal.;Formulário Online;18/08/25;Em Análise;Superior;Caruaru
[NOVO ID];Pedido de Acesso à Informação (LAI);Pela Lei de Acesso à Informação, peço uma planilha com a lista de todos os funcionários em cargos de confiança da Prefeitura de Caruaru. A lista precisa ter o nome, o cargo, onde trabalha e o salário bruto de cada um.;Formulário Online;18/08/25;Em Análise;Superior;Caruaru
[NOVO ID];Pedido de Acesso à Informação (LAI);Nos termos da Lei nº 12.527/2011, requeiro que seja fornecida, em formato de planilha eletrônica, a relação nominal de todos os ocupantes de cargos em comissão na Prefeitura de Caruaru, com a devida especificação de seus respectivos cargos, lotações e subsídios brutos.;Formulário Online;18/08/25;Em Análise;Superior;Caruaru
[NOVO ID];Pedido de Acesso à Informação (LAI);Em nome da transparência pública e com base na LAI, solicito acesso à lista de todos os servidores comissionados da Prefeitura de Caruaru. Peço que os dados venham em uma planilha contendo nome completo, cargo, secretaria e salário bruto mensal.;Formulário Online;18/08/25;Em Análise;Superior;Caruaru
[NOVO ID];Pedido de Acesso à Informação (LAI);Gostaria de solicitar, via LAI, uma planilha com os dados dos servidores comissionados da Prefeitura de Caruaru. As colunas devem ser: nome completo, cargo ocupado, secretaria de lotação e o valor da remuneração bruta mensal.;Formulário Online;18/08/25;Em Análise;Superior;Caruaru
[NOVO ID];Pedido de Acesso à Informação (LAI);Requeiro, com amparo na LAI, a lista de servidores em cargos comissionados da Prefeitura de Caruaru. A informação deve ser disponibilizada em planilha, detalhando para cada servidor: nome, cargo, lotação e remuneração bruta.;Formulário Online;18/08/25;Em Análise;Superior;Caruaru
[NOVO ID];Sugestão;É crucial que Jaboatão dos Guararapes crie mais ciclovias conectadas. A expansão da rede cicloviária incentivaria o uso de bicicletas como meio de transporte e lazer, diminuindo o trânsito;Formulário Online;18/08/25;Em Análise;Superior;Jaboatão dos Guararapes
[NOVO ID];Sugestão;Acredito que Jaboatão dos Guararapes deveria investir na criação de uma rede de ciclovias interligadas. Isso incentivaria o uso da bicicleta como forma de transporte, o que ajudaria a diminuir o trânsito;Formulário Online;18/08/25;Em Análise;Superior;Jaboatão dos Guararapes
[NOVO ID];Sugestão;Sugiro que Jaboatão dos Guararapes crie mais ciclovias conectadas. A expansão da rede cicloviária tornaria o uso de bicicletas para transporte e lazer mais seguro e atrativo, e isso reduziria o número de carros nas ruas;Formulário Online;18/08/25;Em Análise;Superior;Jaboatão dos Guararapes
[NOVO ID];Sugestão;Para incentivar o transporte sustentável e reduzir o trânsito, sugiro que a prefeitura de Jaboatão dos Guararapes construa mais ciclovias conectadas, criando uma rede segura para ciclistas;Formulário Online;18/08/25;Em Análise;Superior;Jaboatão dos Guararapes
[NOVO ID];Sugestão;É importante que Jaboatão dos Guararapes expanda sua malha cicloviária. A construção de ciclovias conectadas tornaria o uso da bicicleta mais seguro e poderia ajudar a reduzir a quantidade de carros nas ruas;Formulário Online;18/08/25;Em Análise;Superior;Jaboatão dos Guararapes
[NOVO ID];Sugestão;Proponho a construção de mais ciclovias em Jaboatão dos Guararapes para formar uma rede interligada. Isso incentivaria o ciclismo como uma alternativa de transporte e lazer, diminuindo a carga sobre o tráfego de carros;Formulário Online;18/08/25;Em Análise;Superior;Jaboatão dos Guararapes
[NOVO ID];Solicitação;Solicito a operação tapa-buraco na Rua Enock Ignácio de Oliveira, em Serra Talhada, pois a via está intransitável e causando danos aos veículos.;Formulário Online;19/08/25;Em Análise;Médio;Serra Talhada
[NOVO ID];Solicitação;Peço que consertem os buracos na Rua Enock Ignácio de Oliveira, em Serra Talhada. Está impossível passar por lá sem estragar o carro.;Formulário Online;19/08/25;Em Análise;Médio;Serra Talhada
[NOVO ID];Solicitação;A Rua Enock Ignácio de Oliveira, em Serra Talhada, está cheia de buracos, o que vem danificando os carros dos moradores. Solicitamos uma operação tapa-buraco com urgência.;Formulário Online;19/08/25;Em Análise;Médio;Serra Talhada
[NOVO ID];Solicitação;Venho por meio deste solicitar o serviço de recapeamento asfáltico para a Rua Enock Ignácio de Oliveira, em Serra Talhada. A quantidade de buracos na via tem causado prejuízos materiais aos motoristas.;Formulário Online;19/08/25;Em Análise;Médio;Serra Talhada
[NOVO ID];Solicitação;A situação da pavimentação na Rua Enock Ignácio de Oliveira (Serra Talhada) é crítica. A via está tomada por buracos, tornando o tráfego perigoso e danoso para os veículos. Solicito providências.;Formulário Online;19/08/25;Em Análise;Médio;Serra Talhada
[NOVO ID];Solicitação;É urgente uma operação tapa-buraco na Rua Enock Ignácio de Oliveira. A rua está intransitável e os carros estão quebrando por causa da buraqueira em Serra Talhada.;Formulário Online;19/08/25;Em Análise;Médio;Serra Talhada
[NOVO ID];Sugestão;Acredito que a prefeitura de Garanhuns deveria investir em iluminação de LED nas ruas mais movimentadas. Além de economizar energia, a iluminação de LED oferece mais segurança para pedestres e motoristas à noite;E-mail;19/08/25;Em Análise;Médio;Garanhuns
[NOVO ID];Sugestão;Minha sugestão é que a prefeitura de Garanhuns substitua a iluminação atual por lâmpadas de LED nas ruas de maior movimento. A medida economizaria energia e aumentaria a segurança de pedestres e motoristas à noite;E-mail;19/08/25;Em Análise;Médio;Garanhuns
[NOVO ID];Sugestão;Proponho que Garanhuns invista na instalação de iluminação de LED em suas principais vias. Além de ser mais econômica, a tecnologia LED proporciona maior segurança para quem transita à noite;E-mail;19/08/25;Em Análise;Médio;Garanhuns
[NOVO ID];Sugestão;Para aumentar a segurança e economizar energia, sugiro que a prefeitura de Garanhuns instale luzes de LED nas ruas mais movimentadas. A melhoria na iluminação beneficiaria toda a população;E-mail;19/08/25;Em Análise;Médio;Garanhuns
[NOVO ID];Sugestão;Acredito que Garanhuns deveria adotar iluminação de LED nas ruas mais movimentadas. Essa medida não apenas reduziria o consumo de energia, mas também melhoraria a segurança noturna da cidade;E-mail;19/08/25;Em Análise;Médio;Garanhuns
[NOVO ID];Sugestão;Sugiro que a prefeitura de Garanhuns faça a troca da iluminação das ruas por lâmpadas de LED. Isso traria mais segurança e ajudaria a cidade a economizar energia;E-mail;19/08/25;Em Análise;Médio;Garanhuns
[NOVO ID];Elogio;Gostaria de parabenizar a equipe de iluminação pública de Olinda pelo rápido conserto das luzes na minha rua. A resposta foi ágil e o serviço, impecável. É um alívio ter as ruas seguras novamente;Telefone;20/08/25;Respondida;Médio;Olinda
[NOVO ID];Elogio;Parabenizo a equipe responsável pela iluminação pública de Olinda pelo rápido conserto das lâmpadas. A agilidade no serviço e o resultado excelente trouxeram de volta a segurança para a nossa rua;Telefone;20/08/25;Respondida;Médio;Olinda
[NOVO ID];Elogio;Excelente trabalho da equipe de iluminação pública de Olinda. O problema das luzes apagadas na minha rua foi resolvido com muita rapidez e eficiência. Fiquei impressionado com a qualidade do serviço;Telefone;20/08/25;Respondida;Médio;Olinda
[NOVO ID];Elogio;Venho expressar meu agradecimento à equipe de iluminação pública de Olinda. A resposta imediata e a competência com que consertaram as luzes da minha rua foi notável. Agora, nos sentimos mais seguros;Telefone;20/08/25;Respondida;Médio;Olinda
[NOVO ID];Elogio;Elogio o serviço ágil e de alta qualidade da equipe de iluminação pública de Olinda. O conserto das luzes da minha rua foi feito com rapidez, o que demonstrou a eficiência do trabalho;Telefone;20/08/25;Respondida;Médio;Olinda
[NOVO ID];Elogio;Muito obrigado à equipe de iluminação pública de Olinda. A agilidade em consertar as luzes da minha rua e a perfeição do trabalho nos devolveram a sensação de segurança. É um serviço que merece reconhecimento;Telefone;20/08/25;Respondida;Médio;Olinda
[NOVO ID];Pedido de Acesso à Informação (LAI);Requeiro, nos termos da Lei de Acesso à Informação, cópia integral do processo licitatório e do contrato firmado para a obra de pavimentação da Avenida da Integração em Petrolina.;E-mail;20/08/25;Respondida;Pós-graduação;Petrolina
[NOVO ID];Pedido de Acesso à Informação (LAI);Com base na LAI, peço cópia completa da licitação e do contrato da obra de asfalto da Avenida da Integração, em Petrolina.;E-mail;20/08/25;Respondida;Pós-graduação;Petrolina
[NOVO ID];Pedido de Acesso à Informação (LAI);Gostaria de solicitar, via Lei de Acesso à Informação, o processo de licitação completo e o contrato assinado para a pavimentação da Avenida da Integração em Petrolina.;E-mail;20/08/25;Respondida;Pós-graduação;Petrolina
[NOVO ID];Pedido de Acesso à Informação (LAI);Peço, pela LAI, acesso a todo o processo de licitação e ao contrato da obra de pavimentação da Avenida da Integração em Petrolina.;E-mail;20/08/25;Respondida;Pós-graduação;Petrolina
[NOVO ID];Pedido de Acesso à Informação (LAI);Amparado pela Lei de Acesso à Informação, solicito o inteiro teor do procedimento licitatório, bem como do contrato resultante, referente à pavimentação da Avenida da Integração em Petrolina.;E-mail;20/08/25;Respondida;Pós-graduação;Petrolina
[NOVO ID];Pedido de Acesso à Informação (LAI);Sobre a obra de pavimentação da Avenida da Integração em Petrolina, solicito, com base na LAI, cópia integral tanto do processo de licitação quanto do contrato que foi assinado.;E-mail;20/08/25;Respondida;Pós-graduação;Petrolina
[NOVO ID];Sugestão;Sugiro a criação de uma campanha de conscientização sobre o descarte correto de lixo eletrônico em Serra Talhada. As pessoas não sabem onde descartar pilhas, baterias e outros eletrônicos;Telefone;20/08/25;Em Análise;Superior;Serra Talhada
[NOVO ID];Sugestão;A prefeitura de Serra Talhada deveria criar uma campanha para ensinar a população a descartar o lixo eletrônico de forma correta. Muita gente não sabe o que fazer com pilhas e baterias;Telefone;20/08/25;Em Análise;Superior;Serra Talhada
[NOVO ID];Sugestão;Proponho a realização de uma campanha educativa em Serra Talhada para conscientizar sobre o descarte de lixo eletrônico. É fundamental que as pessoas saibam onde e como descartar pilhas, baterias e outros eletrônicos;Telefone;20/08/25;Em Análise;Superior;Serra Talhada
[NOVO ID];Sugestão;Sugiro que a prefeitura de Serra Talhada lance uma campanha de conscientização sobre o descarte de lixo eletrônico. As pessoas não sabem onde destinar pilhas e baterias, e isso causa problemas ambientais;Telefone;20/08/25;Em Análise;Superior;Serra Talhada
[NOVO ID];Sugestão;Para resolver o problema do lixo eletrônico em Serra Talhada, sugiro a criação de uma campanha de conscientização. Muitas pessoas têm dúvidas sobre onde descartar pilhas e outros equipamentos;Telefone;20/08/25;Em Análise;Superior;Serra Talhada
[NOVO ID];Sugestão;Acredito que a prefeitura de Serra Talhada deveria orientar a população sobre o descarte de lixo eletrônico. Uma campanha seria eficaz para ensinar as pessoas a descartar pilhas, baterias e outros eletrônicos de forma correta;Telefone;20/08/25;Em Análise;Superior;Serra Talhada
[NOVO ID];Elogio;Fiquei muito satisfeito com o atendimento recebido na Secretaria de Educação de Jaboatão dos Guararapes. Os funcionários foram atenciosos e resolveram minha solicitação de forma eficiente. Um ótimo exemplo de serviço público de qualidade;Presencial;21/08/25;Respondida;Superior;Jaboatão dos Guararapes
[NOVO ID];Elogio;Parabenizo a Secretaria de Educação de Jaboatão dos Guararapes pelo excelente atendimento. Os funcionários me atenderam com muita atenção e eficiência, mostrando o alto nível do serviço público local;Presencial;21/08/25;Respondida;Superior;Jaboatão dos Guararapes
[NOVO ID];Elogio;Venho expressar minha satisfação com a rapidez e cortesia do atendimento que recebi na Secretaria de Educação de Jaboatão dos Guararapes. O problema foi resolvido rapidamente;Presencial;21/08/25;Respondida;Superior;Jaboatão dos Guararapes
[NOVO ID];Elogio;Gostaria de elogiar o profissionalismo e a agilidade da equipe da Secretaria de Educação de Jaboatão dos Guararapes. Eles me ajudaram a resolver minha questão com total competência;Presencial;21/08/25;Respondida;Superior;Jaboatão dos Guararapes
[NOVO ID];Elogio;Fui atendido na Secretaria de Educação de Jaboatão dos Guararapes e fiquei muito impressionado. Os funcionários foram solícitos e a resolução da minha solicitação foi muito eficiente. Parabéns pelo serviço;Presencial;21/08/25;Respondida;Superior;Jaboatão dos Guararapes
[NOVO ID];Elogio;Excelente atendimento na Secretaria de Educação de Jaboatão dos Guararapes. Os funcionários foram atenciosos e eficientes na resolução da minha demanda, mostrando um serviço público de excelência;Presencial;21/08/25;Respondida;Superior;Jaboatão dos Guararapes
[NOVO ID];Solicitação;Peço, por favor, a poda de uma árvore de grande porte na Praça Souto Filho, em Garanhuns. Os galhos estão muito baixos e tocando na fiação elétrica, o que representa um perigo.;Telefone;21/08/25;Pendente;Fundamental;Garanhuns
[NOVO ID];Solicitação;Tem uma árvore muito grande na Praça Souto Filho, em Garanhuns, e os galhos estão encostando nos fios de luz. Peço que venham podar antes que aconteça um acidente.;Telefone;21/08/25;Pendente;Fundamental;Garanhuns
[NOVO ID];Solicitação;Gostaria de solicitar a poda de uma árvore na Praça Souto Filho. Os galhos estão em contato com a fiação elétrica e isso é um perigo para a comunidade.;Telefone;21/08/25;Pendente;Fundamental;Garanhuns
[NOVO ID];Solicitação;Na Praça Souto Filho, em Garanhuns, há uma árvore cujos galhos baixos estão tocando os cabos de eletricidade. Solicito o serviço de poda para eliminar o risco.;Telefone;21/08/25;Pendente;Fundamental;Garanhuns
[NOVO ID];Solicitação;Estou ligando para pedir a poda de uma árvore perigosa na Praça Souto Filho. Os galhos estão pegando na fiação e podem causar um curto-circuito.;Telefone;21/08/25;Pendente;Fundamental;Garanhuns
[NOVO ID];Solicitação;Peço que a prefeitura realize a poda de uma árvore em Garanhuns, na Praça Souto Filho. A fiação elétrica está sendo tocada pelos galhos, o que é muito perigoso.;Telefone;21/08/25;Pendente;Fundamental;Garanhuns
[NOVO ID];Sugestão;Proponho que o portal da transparência de Paulista seja mais fácil de usar, com gráficos e dados mais visuais. A informação precisa ser mais acessível para que todos possam acompanhar os gastos públicos;Formulário Online;21/08/25;Em Análise;Pós-graduação;Paulista
[NOVO ID];Sugestão;A prefeitura de Paulista deveria tornar o portal da transparência mais intuitivo. Sugiro o uso de gráficos e outras ferramentas visuais para que os gastos públicos fiquem mais claros para a população;Formulário Online;21/08/25;Em Análise;Pós-graduação;Paulista
[NOVO ID];Sugestão;Sugiro que a prefeitura de Paulista modernize o portal da transparência. Com uma interface mais amigável, com gráficos e dados visuais, a população poderia fiscalizar os gastos públicos de forma mais fácil;Formulário Online;21/08/25;Em Análise;Pós-graduação;Paulista
[NOVO ID];Sugestão;Proponho a criação de um portal da transparência mais acessível em Paulista. A informação sobre os gastos públicos deveria ser apresentada de forma mais clara e visual, com o uso de gráficos e infográficos;Formulário Online;21/08/25;Em Análise;Pós-graduação;Paulista
